ISO_639_3_Code,Language Name,Wikidata Entity,Leaftop Bible version Id,bible.com/versions,Likely name of bible
pnb,Western Punjabi,Q1389492,1478,2912,ngb no aad nm nthrthn shd 
pwo,Western Pwo,Q7988202,1546,2480,pwo kayin bible
suc,Western Subanon,Q16113894,2029,1324,kitab bogu pasad talu nog mikpongon
tnp,Whitesands,Q3063761,2030,1420,naueue asim reha uhgn nemtetien vi
mzh,Wichí Lhamtés Güisnay,Q7998197,2031,528,biblia wichi
mtp,Wichí Lhamtés Nocten,Q5908756,2032,560,silaat ta is ta noweenho wikyi
wim,Wik-Mungkan,Q2092246,2033,1332,wik inangan kan kanam god dot a ntama
gdr,Wipi,Q8026711,2034,946,wipi yt god ma yna sisl yna peba
wiu,Wiru,Q8027044,2035,1286,weneya totono keraisu yesunomo
hch,Wixarika,Q35575,751,830,kakayari niukieya
wob,Wobé,Q3915363,2039,1940,dbd dee
noa,Wounaan,Q3111873,2036,1081,hwandam hiek
noa,Wounaan,Q3111873,2037,1082,wandam iek
wuv,Wuvulu-Aua,Q3062746,2038,1288,wuvulu manufau fiugaia
xav,Xavante,Q36962,2040,683,re ihaimana uasi mono zadawa wasuu
xho,Xhosa,Q13218,2110,282,ibhayibhile
xho,Xhosa,Q13218,2111,281,izibhalo ezingcwele
too,Xicotepec Totonac,Q8044353,2041,780,huan xasasti testamento huan xatzey tachihuin ixpalacata jesucristo
yad,Yagua,Q3182567,2045,680,judenu jto nijyanvamyu
yka,Yakan,Q3571351,2046,1388,kitab injil
zpu,Yalálag Zapotec,Q8047534,2048,731,dill dan nsaa yel nban el nuevo testamento en el zapoteco de yalalag
yal,Yalunka,Q35524,2047,620,kisin kiraan kitabuna
yml,Yamalele,Q8047849,757,1027,youbada yana vonaawaufaufa ivauna
yam,Yamba,Q36904,2049,1160,wak nwi ma rk ne fi
yat,Yambeta,Q8048020,2050,2257,nsg n nwa
tao,Yami,Q715760,2051,2364,seysyo no tao
yaa,Yaminawa,Q3026110,2052,679,niospa meka fena jesucristoonoa
ame,Yanesha',Q3088540,2053,512,yompor ponon nent atto yepartseshar jesucristo ene etserra apoctaterrnay yomporesho
yao,Yao,Q36902,2064,1437,chiyawo bible
yao,Yao,Q36902,2065,2793,lilangano lya sambano
yap,Yapese,Q34029,2056,1919,bible ni thothup
yaq,Yaqui,Q34191,2057,799,yoowe jesukrijtota itom yaariakau betchibo juu bemelaka liojta betana lutuuria yaari el nuevo testamento en yaqui
yrb,Yareba,Q3571876,2058,1025,godinu dubu kobere sina
zae,Yareni Zapotec,Q12645368,2059,1353,ka tisa ge tata jesucristuha
zty,Yatee Zapotec,Q3574815,2060,755,diza chawe kub len salmo ka
zav,Yatzachi Zapotec,Q8050301,2061,828,testament cobe deen choe dize che ancho jesocristen
yre,Yaure,Q3913951,2055,938,bali le fluba tr zozi blamin pli bali man e pee
yva,Yawa,Q3572020,2062,475,ayao amisy urairi wanyin
yby,Yaweyuha,Q3571231,2063,1387,monoka madona ohatama
yle,Yele,Q36942,2066,1241,the new testament in the rossel language also called the yele language of papua new guinea
yss,Yessan,Q8052927,2067,1093,yawu god eter agerke namderasem tuma yenbo
yim,Yimchungrü,Q56348,2068,1063,amusuh hum
pib,Yine,Q3135432,2070,652,gerotu tokanchi gipiratkaluru
byr,Yipma,Q3450812,233,994,gotyare yagaala mudke
soy,Yobe,Q35913,1240,1104,nkomine fal ritl
gud,Yocoboué Dida,Q21074781,475,839,new testament
zyb,Yongbei Zhuang,Q8054983,2089,1656,gij baujcingq moq caeuq geij bonj gij baujcingq daeuzdaeuz
yon,Yonggom,Q8055002,2071,1471,god ye weng karadmo
yut,Yopno,Q12953338,2072,468,pikop gen
yor,Yoruba,Q34311,2073,2754,bibeli mim
yor,Yoruba,Q34311,2074,911,bibeli mim ni ede yoruba ode oni
yor,Yoruba,Q34311,2075,207,yoruba bible
mpm,Yosondúa Mixtec,Q12953741,2076,741,nuevo testamento en mixteco de yosondua
yua,Yucatec Maya,Q13354,1288,324,biblia maya
yua,Yucatec Maya,Q13354,1289,2687,biblia maya de yucatan con dc 1992
ycn,Yucuna,Q3438356,2077,1101,tupana puracaalo mari
mza,Zacatepec Mixtec,Q8063756,1650,1385,el nuevo testamento en mixtec santa maria zacatepeco
nhi,Zacatlán-Ahuacatlán-Tepetzintla Nahuatl,Q2514044,1303,366,in yancuic tlahtolsintilil
atb,Zaiwa,Q56594,2079,976,chyoiyung chyumlaika dangshikaq asik zaiwa
zne,Zande,Q35015,1462,2922,ziazia kekeapai
zaj,Zaramo,Q8066599,2085,2689,lagano da isambi
zaj,Zaramo,Q8066599,2086,2373,lagano da isambi muulonzi wa kizalamo
dhm,Zemba,Q1845148,470,471,etestamende epe moludhimba
nzm,Zeme Naga,Q21491053,2088,1071,kemci bible
zia,Zia,Q3038636,2090,625,tuwa yesu kristora bowi iwaing
ziw,Zigula,Q37010,2091,1035,lagano hya
zom,Zo,Q37011,2092,1065,laisiengthou
zom,Zo,Q37011,2093,2486,zo bible
zom,Zo,Q37011,2094,208,zokam international version
zpq,Zoogocho Zapotec,Q8074100,2095,744,diza guen che ancho jesucristo
czt,Zotung,Q8074599,2096,1959,zotung bible 2016
zul,Zulu,Q10179,2112,286,ibhayibheli elingcwele
zyp,Zyphe,Q57004,2097,930,biahrai tha zyphe rei
ndc,chidandalanguage,Q13311,1322,1694,bhaibheri rakachena muchindau
nuj,nyole,Q3739448,1421,2332,endagaano epyaha mu lunyole
esi,,,811,1415,inupiatun mumiksat uqalugiksuat
rmn_arl,,,1581,1560,o dzivdipe thaj buti e isus hristoski star evangeliumura 2014 srbija
